종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
021880,메이슨캐피탈,KOSDAQ,중견기업부,304,-5,-1.62,311,311,303,381348,116582014,46264060032,152184408
140410,메지온,KOSDAQ,중견기업부,39000,3200,8.94,37400,39000,37050,309823,11858577500,1.15391E+12,29587389
241770,메카로,KOSDAQ,우량기업부,9230,80,0.87,9390,9390,9150,10012,92331300,94078067200,10192640
090370,메타랩스,KOSPI,,1999,-36,-1.77,2020,2090,1996,19549,39590286,49784473311,24904689
059210,메타바이오메드,KOSDAQ,벤처기업부,4030,60,1.51,4055,4055,3940,316442,1267132515,96165274530,23862351
058110,멕아이씨에스,KOSDAQ,기술성장기업부,2645,0,0,2660,2715,2600,352536,934749575,42453651850,16050530
017180,명문제약,KOSPI,,2220,15,0.68,2225,2230,2175,107845,237379095,75376667880,33953454
009900,명신산업,KOSPI,,17330,980,5.99,16950,17330,16680,491209,8370344630,9.09307E+11,52470133
012690,모나리자,KOSPI,,2605,-10,-0.38,2615,2650,2590,52465,136937370,95268119275,36571255
005360,모나미,KOSPI,,3020,40,1.34,3010,3035,2950,139339,419835060,57069867140,18897307
434480,모니터랩,KOSDAQ,기술성장기업부,7200,130,1.84,7150,7220,6960,297521,2117883160,87121800000,12100250
080420,모다이노칩,KOSDAQ,우량기업부,2625,-5,-0.19,2630,2680,2625,20930,55284730,2.09269E+11,79721622
417970,모델솔루션,KOSDAQ,중견기업부,15830,430,2.79,15520,15880,14980,21587,337472670,1.0126E+11,6396700
080160,모두투어,KOSDAQ,중견기업부,16380,70,0.43,16350,16480,16140,113563,1850230780,3.09582E+11,18900000
204210,모두투어리츠,KOSPI,,5750,50,0.88,5700,5810,5150,160922,898008630,45004186250,7826815
087260,모바일어플라이언스,KOSDAQ,벤처기업부,3090,40,1.31,3065,3115,3000,598466,1842367190,1.00588E+11,32552861
101330,모베이스,KOSDAQ,중견기업부,3150,75,2.44,3130,3155,3075,63516,198434640,72913141350,23147029
012860,모베이스전자,KOSDAQ,중견기업부,1992,57,2.95,1963,1998,1943,407667,805769479,1.45881E+11,73233457
363260,모비데이즈,KOSDAQ,벤처기업부,610,15,2.52,596,611,590,324636,195330202,98099496670,160818847
348030,모비릭스,KOSDAQ,우량기업부,7720,250,3.35,7500,7730,7500,12720,97189110,74141336000,9603800
250060,모비스,KOSDAQ,기술성장기업부,5550,40,0.73,5510,5670,5210,4378512,24027917690,1.78551E+11,32171314
288980,모아데이타,KOSDAQ,기술성장기업부,2680,100,3.88,2645,2680,2560,1143980,3005070610,90267256160,33681812
033200,모아텍,KOSDAQ,중견기업부,4060,35,0.87,4025,4070,3955,6555,26388640,58184611100,14331185
333050,모코엠시스,KOSDAQ,벤처기업부,1377,26,1.92,1343,1380,1343,68208,93190120,32430462318,23551534
009680,모토닉,KOSPI,,8430,70,0.84,8400,8430,8360,11604,97436700,2.7819E+11,33000000
118990,모트렉스,KOSDAQ,우량기업부,15880,590,3.86,15580,15880,15380,225545,3532552280,3.88989E+11,24495500
006920,모헨즈,KOSDAQ,중견기업부,4430,-50,-1.12,4560,4560,4305,86208,380986705,48375600000,10920000
009580,무림P&P,KOSPI,,3160,10,0.32,3150,3170,3135,48582,153294845,1.97084E+11,62368324
001810,무림SP,KOSDAQ,중견기업부,1865,10,0.54,1875,1875,1839,15033,27952583,41286437500,22137500
009200,무림페이퍼,KOSPI,,2195,30,1.39,2165,2200,2160,187685,407705880,91332435450,41609310
322970,무진메디,KONEX,일반기업부,2380,-65,-2.66,2635,2635,2250,3434,7973845,23822805160,10009582
033920,무학,KOSPI,,5550,0,0,5590,5620,5500,48040,266361660,1.58175E+11,28500000
008420,문배철강,KOSPI,,3095,30,0.98,3070,3095,3065,69637,214459195,63458347975,20503505
279600,미디어젠,KOSDAQ,기술성장기업부,11240,60,0.54,11180,11600,11180,2280,25755880,52656938440,4684781
095500,미래나노텍,KOSDAQ,우량기업부,18190,1920,11.8,17060,18310,16580,1375062,24370196760,5.64072E+11,31009999
254490,미래반도체,KOSDAQ,중견기업부,20800,1190,6.07,20200,20800,19750,197448,3986642320,3.0031E+11,14438000
025560,미래산업,KOSPI,,3420,230,7.21,3295,3475,3185,1698884,5746701270,1.0407E+11,30429770
218150,미래생명자원,KOSDAQ,벤처기업부,4900,10,0.2,4890,4910,4755,495264,2408714065,1.00037E+11,20415802
007120,미래아이앤지,KOSPI,,1137,11,0.98,1116,1144,1116,113236,127886303,31703635008,27883584
396690,미래에셋글로벌리츠,KOSPI,,2600,-20,-0.76,2650,2670,2600,76606,200432035,75556000000,29060000
442900,미래에셋드림스팩1호,KOSDAQ,SPAC(소속부없음),9370,20,0.21,9360,9380,9330,7921,74026090,71961600000,7680000
357250,미래에셋맵스리츠,KOSPI,,3115,35,1.14,3105,3125,3095,20590,64015520,62611500000,20100000
100790,미래에셋벤처투자,KOSDAQ,우량기업부,4840,100,2.11,4810,4840,4755,43410,208209905,2.6217E+11,54167350
412930,미래에셋비전스팩1호,KOSDAQ,SPAC(소속부없음),2050,-10,-0.49,2090,2090,2045,11149,22927445,12660800000,6176000
446190,미래에셋비전스팩2호,KOSDAQ,SPAC(소속부없음),2040,-15,-0.73,2060,2065,2030,18251,37213440,10098000000,4950000
448830,미래에셋비전스팩3호,KOSDAQ,SPAC(소속부없음),2035,0,0,2035,2040,2025,4380,8882435,10012200000,4920000
085620,미래에셋생명,KOSPI,,5080,-60,-1.17,5080,5140,4995,140384,708594770,8.99242E+11,177016189
006800,미래에셋증권,KOSPI,,7550,610,8.79,7040,7550,7000,2514106,18526452430,4.57014E+12,605316408
00680K,미래에셋증권2우B,KOSPI,,3615,80,2.26,3535,3625,3535,204063,733089355,5.061E+11,140000000
006805,미래에셋증권우,KOSPI,,3840,135,3.64,3710,3865,3710,19454,73903535,54050880000,14075750
208890,미래엔에듀파트너,KONEX,일반기업부,1499,99,7.07,1400,1500,1200,32,41999,6004274480,4005520
049950,미래컴퍼니,KOSDAQ,우량기업부,28950,1450,5.27,28200,28950,27750,97031,2758648800,2.55278E+11,8817884
207760,미스터블루,KOSDAQ,중견기업부,1670,53,3.28,1625,1719,1625,550536,920989644,1.24873E+11,74774372
002840,미원상사,KOSPI,,165200,-100,-0.06,165800,167500,164200,1751,289463300,8.0122E+11,4850000
268280,미원에스씨,KOSPI,,141200,700,0.5,140500,141200,139200,903,126554900,7.06E+11,5000000
107590,미원홀딩스,KOSPI,,83800,300,0.36,83600,83800,82900,594,49561100,1.94416E+11,2320000
134380,미원화학,KOSPI,,67300,500,0.75,67300,67300,67200,510,34311300,1.48011E+11,2199268
351020,미쥬,KONEX,일반기업부,5900,0,0,0,0,0,0,0,12242500000,2075000
003650,미창석유,KOSPI,,73300,-200,-0.27,73500,73800,72500,1051,77241700,1.27518E+11,1739672
059090,미코,KOSDAQ,투자주의환기종목(소속부없음),9030,480,5.61,8720,9070,8570,218360,1936184420,3.01754E+11,33416778
214610,미코바이오메드,KOSDAQ,기술성장기업부,3190,155,5.11,3195,3265,3085,385442,1229188215,58402842190,18308101
201490,미투온,KOSDAQ,중견기업부,2885,45,1.58,2880,2905,2840,68947,198255885,90178666450,31257770
418470,밀리의서재,KOSDAQ,벤처기업부,18090,540,3.08,17960,18300,17460,122844,2204932270,1.51744E+11,8388289
155900,바다로19호,KOSPI,,3130,0,0,0,0,0,0,0,47576012520,15200004
206640,바디텍메드,KOSDAQ,우량기업부,18250,140,0.77,18110,18260,17990,61979,1123847080,4.2863E+11,23486560
018700,바른손,KOSDAQ,중견기업부,1653,31,1.91,1622,1674,1622,72710,120240673,58052958321,35119757
035620,바른손이앤에이,KOSDAQ,중견기업부,634,0,0,635,647,610,88603,55926121,47194753950,74439675
354390,바스칸바이오제약,KONEX,일반기업부,6970,0,0,7030,7030,6010,52,314500,48917181590,7018247
053030,바이넥스,KOSDAQ,우량기업부,8110,340,4.38,7900,8280,7810,390247,3159899610,2.57582E+11,31761048
301300,바이브컴퍼니,KOSDAQ,기술성장기업부,6960,160,2.35,6900,7050,6690,82270,565310970,85784046240,12325294
377740,바이오노트,KOSPI,,4150,150,3.75,4015,4185,4015,105462,436474995,4.23533E+11,102056048
064550,바이오니아,KOSDAQ,우량기업부,33500,2150,6.86,32700,33600,31850,328904,10828519650,8.64645E+11,25810291
314930,바이오다인,KOSDAQ,기술성장기업부,55400,600,1.09,56600,56700,53300,49465,2707741800,3.42521E+11,6182695
208710,바이오로그디바이스,KOSDAQ,벤처기업부,908,9,1,899,914,899,86517,78228806,42985559900,47340925
086820,바이오솔루션,KOSDAQ,기술성장기업부,11500,130,1.14,11650,11650,11260,18034,206842200,93649399000,8143426
038460,바이오스마트,KOSDAQ,벤처기업부,3780,-5,-0.13,3785,3800,3680,224984,839817870,78688241100,20816995
251120,바이오에프디엔씨,KOSDAQ,기술성장기업부,12680,-20,-0.16,12700,13110,12630,17386,220722150,1.10261E+11,8695700
199730,바이오인프라,KOSDAQ,벤처기업부,12370,790,6.82,11610,12460,11610,24202,294142540,59337244790,4796867
266470,바이오인프라생명과학,KONEX,일반기업부,354,-5,-1.39,412,412,323,95,33939,4993823838,14106847
289170,바이오텐,KONEX,일반기업부,3080,270,9.61,3180,3180,2815,223,646500,10815447720,3511509
086040,바이오톡스텍,KOSDAQ,벤처기업부,6250,50,0.81,6200,6290,6150,53998,336645340,99739043750,15958247
199290,바이오프로테크,KONEX,일반기업부,1358,-23,-1.67,1201,1358,1201,104,140924,22169610736,16325192
099430,바이오플러스,KOSDAQ,벤처기업부,6840,40,0.59,6890,6920,6760,429503,2932240910,3.96247E+11,57930864
032980,바이온,KOSDAQ,중견기업부,1355,-25,-1.81,1462,1462,1355,157102,217490183,51480954020,37993324
222160,바이옵트로,KOSDAQ,기술성장기업부,5780,160,2.85,5630,5870,5610,39300,223338760,47658215480,8245366
308080,바이젠셀,KOSDAQ,기술성장기업부,5050,20,0.4,5070,5080,4965,28448,142759930,96786987000,19165740
043150,바텍,KOSDAQ,우량기업부,31300,450,1.46,31450,31450,30500,71359,2204108250,4.64938E+11,14854256
323990,박셀바이오,KOSDAQ,기술성장기업부,25350,2350,10.22,24250,25750,23450,518305,12901519350,3.85903E+11,15223000
003610,방림,KOSPI,,2040,40,2,2030,2060,2010,88164,179429030,86320743600,42314090
267790,배럴,KOSDAQ,중견기업부,7030,30,0.43,7110,7110,6970,22057,155557620,55456155000,7888500
001340,백광산업,KOSPI,,7790,0,0,0,0,0,0,0,3.49914E+11,44918407
046310,백금T&A,KOSDAQ,중견기업부,3530,25,0.71,3540,3600,3470,126436,446402280,57957802730,16418641
035150,백산,KOSPI,,8640,-140,-1.59,8790,8810,8420,146035,1249559270,1.944E+11,22500000
331520,밸로프,KOSDAQ,중견기업부,990,16,1.64,976,997,951,146978,143468084,50355746100,50864390
438700,버넥트,KOSDAQ,기술성장기업부,8230,200,2.49,8200,8420,8000,104379,851785900,90492471200,10995440
066410,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0,0,0,0,0,96978744678,84109926
002410,범양건영,KOSPI,,2160,40,1.89,2125,2190,2115,71940,154012890,53637081120,24831982
382900,범한퓨얼셀,KOSDAQ,벤처기업부,19260,230,1.21,19200,19500,19070,49562,955000640,1.68737E+11,8761000
206400,베노티앤알,KOSDAQ,중견기업부,4045,-35,-0.86,4185,4185,3900,154229,622198745,1.21752E+11,30099288
019010,베뉴지,KOSDAQ,중견기업부,2160,-10,-0.46,2155,2175,2150,13101,28329345,1.04112E+11,48200000
322190,베른,KONEX,일반기업부,101,-10,-9.01,127,127,101,3950,501624,901444897,8925197
177350,베셀,KOSDAQ,벤처기업부,1649,112,7.29,1618,1691,1520,355019,574517510,22048645431,13370919
299910,베스파,KOSDAQ,투자주의환기종목(소속부없음),3165,0,0,0,0,0,0,0,25974889140,8206916
424760,벨로크,KOSDAQ,벤처기업부,1640,10,0.61,1630,1675,1613,41462,67502735,31848803280,19420002
007210,벽산,KOSPI,,3135,-45,-1.42,3200,3275,3085,931922,2934519050,2.14936E+11,68560000
225530,보광산업,KOSDAQ,우량기업부,5410,80,1.5,5380,5420,5340,38304,206149310,1.96593E+11,36338727
250000,보라티알,KOSDAQ,우량기업부,11180,360,3.33,11040,11180,10500,40108,441234170,75473194940,6750733
002760,보락,KOSPI,,1287,17,1.34,1274,1287,1273,62503,79976493,77091300000,59900000
003850,보령,KOSPI,,9700,600,6.59,9230,9700,9220,339004,3216372090,6.66293E+11,68690000
310210,보로노이,KOSDAQ,기술성장기업부,41600,5300,14.6,37900,43300,36800,471669,19095180450,7.13532E+11,17152203
006910,보성파워텍,KOSDAQ,중견기업부,2940,95,3.34,2910,2940,2875,284365,827404235,1.44442E+11,49129824
000890,보해양조,KOSPI,,513,1,0.2,518,518,508,282577,144781519,71368626177,139120129
226340,본느,KOSDAQ,중견기업부,2485,-60,-2.36,2545,2545,2450,720786,1783691330,87498877760,35210816
206950,볼빅,KONEX,일반기업부,2135,0,0,0,0,0,0,0,30054960775,14077265
003000,부광약품,KOSPI,,6060,70,1.17,6050,6090,5980,74938,452664540,4.30642E+11,71063049
001270,부국증권,KOSPI,,21150,100,0.48,21100,21750,21100,3711,79081700,2.19323E+11,10369886
001275,부국증권우,KOSPI,,19280,0,0,19170,19280,19170,137,2630360,57840000000,3000000
026940,부국철강,KOSPI,,3640,55,1.53,3585,3655,3555,355951,1287997110,72800000000,20000000
014470,부방,KOSDAQ,중견기업부,2625,-90,-3.31,2730,2740,2605,523608,1394814275,1.57637E+11,60052260
011390,부산산업,KOSPI,,61200,1100,1.83,61300,61300,60300,1131,68655300,64627200000,1056000
005030,부산주공,KOSPI,,486,0,0,0,0,0,0,0,38288532168,78782988
008470,부스타,KOSDAQ,벤처기업부,4670,75,1.63,4595,4675,4550,10504,48565955,39250416000,8404800
338220,뷰노,KOSDAQ,기술성장기업부,40650,2500,6.55,37600,41450,35200,2696549,1.0469E+11,4.65774E+11,11458156
100120,뷰웍스,KOSDAQ,우량기업부,28550,-400,-1.38,29200,29350,28100,28354,807693700,2.85553E+11,10001865
406820,뷰티스킨,KOSDAQ,중견기업부,21900,-600,-2.67,22400,22400,20700,148158,3167276400,77395476000,3534040
337930,브랜드엑스코퍼레이션,KOSDAQ,우량기업부,4505,45,1.01,4490,4520,4430,78771,352841170,1.31846E+11,29266589
099390,브레인즈컴퍼니,KOSDAQ,벤처기업부,6950,60,0.87,6900,7000,6780,28847,198710120,57047566850,8208283
064480,브리지텍,KOSDAQ,벤처기업부,6490,220,3.51,6290,6490,6150,209902,1329657170,77571725000,11952500
288330,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,4090,355,9.5,3765,4090,3750,56749,220215575,88439853240,21623436
365900,브이씨,KOSDAQ,벤처기업부,3960,45,1.15,3915,3975,3910,6733,26462800,28948788000,7310300
251630,브이원텍,KOSDAQ,벤처기업부,9500,480,5.32,9200,9680,9100,214431,2018823960,1.51457E+11,15942886
018290,브이티,KOSDAQ,우량기업부,19500,-350,-1.76,19650,19850,18650,1054515,20396435170,6.98061E+11,35798007
044480,블레이드 Ent,KOSDAQ,중견기업부,1160,-5,-0.43,1175,1177,1150,44113,51220474,39546652720,34091942
033560,블루콤,KOSDAQ,중견기업부,3275,5,0.15,3300,3400,3210,32827,107380760,56002500000,17100000
191600,블루탑,KONEX,일반기업부,11400,400,3.64,10290,11460,9350,3123,29449260,32490000000,2850000
369370,블리츠웨이,KOSDAQ,벤처기업부,1975,-25,-1.25,2050,2050,1940,65224,130277669,83923560450,42492942
126340,비나텍,KOSDAQ,우량기업부,44600,1600,3.72,43500,45000,43500,41192,1825640050,2.58832E+11,5803397
121800,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0,0,0,0,0,2.56309E+11,77201611
148140,비디아이,KOSDAQ,관리종목(소속부없음),640,0,0,0,0,0,0,0,27653546880,43208667
082800,비보존 제약,KOSDAQ,투자주의환기종목(소속부없음),678,0,0,0,0,0,0,0,1.63438E+11,241058577
318410,비비씨,KOSDAQ,중견기업부,8730,270,3.19,8530,8780,8510,19733,170149560,48497271390,5555243
002070,비비안,KOSPI,,1299,33,2.61,1299,1300,1266,100032,127888986,38702393010,29793990
100220,비상교육,KOSPI,,4320,-15,-0.35,4400,4400,4260,26219,113185555,56145921120,12996741
419540,비스토스,KOSDAQ,벤처기업부,2180,40,1.87,2175,2185,2120,144684,311541550,50123673980,22992511
146320,비씨엔씨,KOSDAQ,벤처기업부,20900,-100,-0.48,21250,21250,20350,355510,7399533350,2.6669E+11,12760303
200780,비씨월드제약,KOSDAQ,투자주의환기종목(소속부없음),6440,110,1.74,6390,6480,6330,10080,64701530,57266952960,8892384
141000,비아트론,KOSDAQ,우량기업부,8600,250,2.99,8380,8600,8200,14807,124002560,1.04187E+11,12114710
090460,비에이치,KOSPI,,20100,350,1.77,20150,20300,19850,503360,10115174560,6.92734E+11,34464379
083650,비에이치아이,KOSDAQ,중견기업부,7310,160,2.24,7200,7310,7050,238411,1716877470,2.26203E+11,30944375
445360,비엔케이제1호스팩,KOSDAQ,SPAC(소속부없음),2035,0,0,2020,2050,2020,4279,8665590,8770850000,4310000
142760,비엘,KOSDAQ,기술성장기업부,1780,113,6.78,1694,1801,1674,218281,384028031,57449572980,32275041
065170,비엘팜텍,KOSDAQ,중견기업부,457,4,0.88,456,465,454,173657,79511578,40659545463,88970559
086220,비엘헬스케어,KONEX,일반기업부,2300,20,0.88,2280,2300,2280,1387,3182560,24319889500,10573865
086670,비엠티,KOSDAQ,우량기업부,13600,20,0.15,13630,13720,13330,42875,580768100,1.24102E+11,9125174
335890,비올,KOSDAQ,벤처기업부,7050,-180,-2.49,7230,7280,6900,1943724,13658525100,4.11249E+11,58333152
230980,비유테크놀러지,KOSDAQ,벤처기업부,692,2,0.29,681,699,660,668860,453959866,57746069976,83448078
138580,비즈니스온,KOSDAQ,벤처기업부,15310,400,2.68,15030,15410,14850,101081,1530840040,3.45335E+11,22556163
082920,비츠로셀,KOSDAQ,우량기업부,17040,-770,-4.32,18200,18390,16840,462494,8043576600,3.80656E+11,22338987
054220,비츠로시스,KOSDAQ,벤처기업부,507,1,0.2,506,513,502,150301,76323160,24924423693,49160599
042370,비츠로테크,KOSDAQ,우량기업부,7830,50,0.64,7930,7950,7720,651508,5084045890,2.05146E+11,26200025
030790,비케이탑스,KOSPI,,904,0,0,0,0,0,0,0,19208323080,21248145
050090,비케이홀딩스,KOSDAQ,중견기업부,1075,2,0.19,1076,1140,1074,53646,59138075,21268590125,19784735
307870,비투엔,KOSDAQ,벤처기업부,2065,-40,-1.9,2115,2115,2040,509859,1054709165,69562622500,33686500
357880,비트나인,KOSDAQ,기술성장기업부,6580,440,7.17,6260,6580,6110,426730,2721842380,68721230480,10443956
032850,비트컴퓨터,KOSDAQ,벤처기업부,5370,140,2.68,5310,5370,5240,112758,598918910,89267083410,16623293
148780,비플라이소프트,KOSDAQ,기술성장기업부,881,-77,-8.04,990,990,860,322747,295822676,27703683725,31445725
238200,비피도,KOSDAQ,기술성장기업부,5380,150,2.87,5220,5390,5200,17350,91234160,44008400000,8180000
093190,빅솔론,KOSDAQ,우량기업부,5820,-20,-0.34,5850,5890,5800,25286,147715770,1.1197E+11,19238905
065450,빅텍,KOSDAQ,벤처기업부,4415,-95,-2.11,4470,4470,4225,1700267,7386541860,1.26502E+11,28652800
210120,빅텐츠,KOSDAQ,중견기업부,15640,730,4.9,14930,15670,14650,30169,455248240,49181700400,3144610
005180,빙그레,KOSPI,,54400,-1000,-1.81,55300,55300,53400,38970,2110525500,5.35908E+11,9851241
072950,빛샘전자,KOSDAQ,벤처기업부,4300,10,0.23,4290,4380,4290,20878,90046430,34626223000,8052610
266170,뿌리깊은나무들,KONEX,일반기업부,820,31,3.93,885,885,671,509,346426,4774889520,5823036
143240,사람인,KOSDAQ,우량기업부,19500,0,0,19550,19840,19360,17314,337441210,2.27648E+11,11674263
003960,사조대림,KOSPI,,28600,200,0.7,28550,28700,27950,8338,236564800,2.62104E+11,9164467
